# The element names and the element order of the XR representation.
#
# Generated from src/xsd/xrechnung-semantic-model.xsd of the KoSIT
# XRechnung visualization, tag v2026-08-31, SHA-256
# dc2193877adf0f5b31dcf0e86a24f38773bb748b0f0ec001341e4a2892121aef,
# by XrElementsSource of this module. Do not edit by hand; the test
# XrElementsTest derives this file again on every build and compares it.
#
# One line per element of the schema, in schema order, with tabs between
# the fields: the group the element sits in, the business term or business
# group it stands for, the name of the element, and the name of its type.
# The group of an element at the root of the document is written as the
# name of the root element, invoice.
BG-2	BT-24	Specification_identifier	identifier
BG-3	BT-25	Preceding_Invoice_reference	document_reference
BG-3	BT-26	Preceding_Invoice_issue_date	date
BG-4	BT-27	Seller_name	text
BG-4	BT-28	Seller_trading_name	text
BG-4	BT-29	Seller_identifier	identifier
BG-4	BT-30	Seller_legal_registration_identifier	identifier
BG-4	BT-31	Seller_VAT_identifier	identifier
BG-4	BT-32	Seller_tax_registration_identifier	identifier
BG-4	BT-33	Seller_additional_legal_information	text
BG-4	BT-34	Seller_electronic_address	identifier
BG-4	BG-5	SELLER_POSTAL_ADDRESS	SELLER_POSTAL_ADDRESSType
BG-4	BG-6	SELLER_CONTACT	SELLER_CONTACTType
BG-5	BT-35	Seller_address_line_1	text
BG-5	BT-36	Seller_address_line_2	text
BG-5	BT-162	Seller_address_line_3	text
BG-5	BT-37	Seller_city	text
BG-5	BT-38	Seller_post_code	text
BG-5	BT-39	Seller_country_subdivision	text
BG-5	BT-40	Seller_country_code	code
BG-6	BT-41	Seller_contact_point	text
BG-6	BT-42	Seller_contact_telephone_number	text
BG-6	BT-43	Seller_contact_email_address	text
BG-7	BT-44	Buyer_name	text
BG-7	BT-45	Buyer_trading_name	text
BG-7	BT-46	Buyer_identifier	identifier
BG-7	BT-47	Buyer_legal_registration_identifier	identifier
BG-7	BT-48	Buyer_VAT_identifier	identifier
BG-7	BT-49	Buyer_electronic_address	identifier
BG-7	BG-8	BUYER_POSTAL_ADDRESS	BUYER_POSTAL_ADDRESSType
BG-7	BG-9	BUYER_CONTACT	BUYER_CONTACTType
BG-8	BT-50	Buyer_address_line_1	text
BG-8	BT-51	Buyer_address_line_2	text
BG-8	BT-163	Buyer_address_line_3	text
BG-8	BT-52	Buyer_city	text
BG-8	BT-53	Buyer_post_code	text
BG-8	BT-54	Buyer_country_subdivision	text
BG-8	BT-55	Buyer_country_code	code
BG-9	BT-56	Buyer_contact_point	text
BG-9	BT-57	Buyer_contact_telephone_number	text
BG-9	BT-58	Buyer_contact_email_address	text
BG-10	BT-59	Payee_name	text
BG-10	BT-60	Payee_identifier	identifier
BG-10	BT-61	Payee_legal_registration_identifier	identifier
BG-11	BT-62	Seller_tax_representative_name	text
BG-11	BT-63	Seller_tax_representative_VAT_identifier	identifier
BG-11	BG-12	SELLER_TAX_REPRESENTATIVE_POSTAL_ADDRESS	SELLER_TAX_REPRESENTATIVE_POSTAL_ADDRESSType
BG-12	BT-64	Tax_representative_address_line_1	text
BG-12	BT-65	Tax_representative_address_line_2	text
BG-12	BT-164	Tax_representative_address_line_3	text
BG-12	BT-66	Tax_representative_city	text
BG-12	BT-67	Tax_representative_post_code	text
BG-12	BT-68	Tax_representative_country_subdivision	text
BG-12	BT-69	Tax_representative_country_code	code
BG-13	BT-70	Deliver_to_party_name	text
BG-13	BT-71	Deliver_to_location_identifier	identifier
BG-13	BT-72	Actual_delivery_date	date
BG-13	BG-15	DELIVER_TO_ADDRESS	DELIVER_TO_ADDRESSType
BG-15	BT-75	Deliver_to_address_line_1	text
BG-15	BT-76	Deliver_to_address_line_2	text
BG-15	BT-165	Deliver_to_address_line_3	text
BG-15	BT-77	Deliver_to_city	text
BG-15	BT-78	Deliver_to_post_code	text
BG-15	BT-79	Deliver_to_country_subdivision	text
BG-15	BT-80	Deliver_to_country_code	code
BG-14	BT-73	Invoicing_period_start_date	date
BG-14	BT-74	Invoicing_period_end_date	date
BG-16	BT-81	Payment_means_type_code	code
BG-16	BT-82	Payment_means_text	text
BG-16	BT-83	Remittance_information	text
BG-16	BG-17	CREDIT_TRANSFER	CREDIT_TRANSFERType
BG-16	BG-18	PAYMENT_CARD_INFORMATION	PAYMENT_CARD_INFORMATIONType
BG-16	BG-19	DIRECT_DEBIT	DIRECT_DEBITType
BG-17	BT-84	Payment_account_identifier	identifier
BG-17	BT-85	Payment_account_name	text
BG-17	BT-86	Payment_service_provider_identifier	identifier
BG-18	BT-87	Payment_card_primary_account_number	text
BG-18	BT-88	Payment_card_holder_name	text
BG-19	BT-89	Mandate_reference_identifier	identifier
BG-19	BT-90	Bank_assigned_creditor_identifier	identifier
BG-19	BT-91	Debited_account_identifier	identifier
BG-20	BT-92	Document_level_allowance_amount	amount
BG-20	BT-93	Document_level_allowance_base_amount	amount
BG-20	BT-94	Document_level_allowance_percentage	percentage
BG-20	BT-95	Document_level_allowance_VAT_category_code	code
BG-20	BT-96	Document_level_allowance_VAT_rate	percentage
BG-20	BT-97	Document_level_allowance_reason	text
BG-20	BT-98	Document_level_allowance_reason_code	code
BG-21	BT-99	Document_level_charge_amount	amount
BG-21	BT-100	Document_level_charge_base_amount	amount
BG-21	BT-101	Document_level_charge_percentage	percentage
BG-21	BT-102	Document_level_charge_VAT_category_code	code
BG-21	BT-103	Document_level_charge_VAT_rate	percentage
BG-21	BT-104	Document_level_charge_reason	text
BG-21	BT-105	Document_level_charge_reason_code	code
BG-22	BT-106	Sum_of_Invoice_line_net_amount	amount
BG-22	BT-107	Sum_of_allowances_on_document_level	amount
BG-22	BT-108	Sum_of_charges_on_document_level	amount
BG-22	BT-109	Invoice_total_amount_without_VAT	amount
BG-22	BT-110	Invoice_total_VAT_amount	amount
BG-22	BT-111	Invoice_total_VAT_amount_in_accounting_currency	amount
BG-22	BT-112	Invoice_total_amount_with_VAT	amount
BG-22	BT-113	Paid_amount	amount
BG-22	BT-114	Rounding_amount	amount
BG-22	BT-115	Amount_due_for_payment	amount
BG-23	BT-116	VAT_category_taxable_amount	amount
BG-23	BT-117	VAT_category_tax_amount	amount
BG-23	BT-118	VAT_category_code	code
BG-23	BT-119	VAT_category_rate	percentage
BG-23	BT-120	VAT_exemption_reason_text	text
BG-23	BT-121	VAT_exemption_reason_code	code
BG-24	BT-122	Supporting_document_reference	document_reference
BG-24	BT-123	Supporting_document_description	text
BG-24	BT-124	External_document_location	text
BG-24	BT-125	Attached_document	binary_object
BG-25	BT-126	Invoice_line_identifier	identifier
BG-25	BT-127	Invoice_line_note	text
BG-25	BT-128	Invoice_line_object_identifier	identifier
BG-25	BT-129	Invoiced_quantity	quantity
BG-25	BT-130	Invoiced_quantity_unit_of_measure_code	code
BG-25	BT-131	Invoice_line_net_amount	amount
BG-25	BT-132	Referenced_purchase_order_line_reference	document_reference
BG-25	BT-133	Invoice_line_Buyer_accounting_reference	text
BG-25	BG-26	INVOICE_LINE_PERIOD	INVOICE_LINE_PERIODType
BG-25	BG-27	INVOICE_LINE_ALLOWANCES	INVOICE_LINE_ALLOWANCESType
BG-25	BG-28	INVOICE_LINE_CHARGES	INVOICE_LINE_CHARGESType
BG-25	BG-29	PRICE_DETAILS	PRICE_DETAILSType
BG-25	BG-30	LINE_VAT_INFORMATION	LINE_VAT_INFORMATIONType
BG-25	BG-31	ITEM_INFORMATION	ITEM_INFORMATIONType
BG-25	BG-DEX-01	SUB_INVOICE_LINE	INVOICE_LINEType
BG-26	BT-134	Invoice_line_period_start_date	date
BG-26	BT-135	Invoice_line_period_end_date	date
BG-27	BT-136	Invoice_line_allowance_amount	amount
BG-27	BT-137	Invoice_line_allowance_base_amount	amount
BG-27	BT-138	Invoice_line_allowance_percentage	percentage
BG-27	BT-139	Invoice_line_allowance_reason	text
BG-27	BT-140	Invoice_line_allowance_reason_code	code
BG-28	BT-141	Invoice_line_charge_amount	amount
BG-28	BT-142	Invoice_line_charge_base_amount	amount
BG-28	BT-143	Invoice_line_charge_percentage	percentage
BG-28	BT-144	Invoice_line_charge_reason	text
BG-28	BT-145	Invoice_line_charge_reason_code	code
BG-29	BT-146	Item_net_price	unit_price_amount
BG-29	BT-147	Item_price_discount	unit_price_amount
BG-29	BT-148	Item_gross_price	unit_price_amount
BG-29	BT-149	Item_price_base_quantity	quantity
BG-29	BT-150	Item_price_base_quantity_unit_of_measure	code
BG-30	BT-151	Invoiced_item_VAT_category_code	code
BG-30	BT-152	Invoiced_item_VAT_rate	percentage
BG-31	BT-153	Item_name	text
BG-31	BT-154	Item_description	text
BG-31	BT-155	Item_Sellers_identifier	identifier
BG-31	BT-156	Item_Buyers_identifier	identifier
BG-31	BT-157	Item_standard_identifier	identifier
BG-31	BT-158	Item_classification_identifier	identifier
BG-31	BT-159	Item_country_of_origin	code
BG-31	BG-32	ITEM_ATTRIBUTES	ITEM_ATTRIBUTESType
BG-32	BT-160	Item_attribute_name	text
BG-32	BT-161	Item_attribute_value	text
BG-DEX-01	BT-126	Invoice_line_identifier	identifier
BG-DEX-01	BT-127	Invoice_line_note	text
BG-DEX-01	BT-128	Invoice_line_object_identifier	identifier
BG-DEX-01	BT-129	Invoiced_quantity	quantity
BG-DEX-01	BT-130	Invoiced_quantity_unit_of_measure_code	code
BG-DEX-01	BT-131	Invoice_line_net_amount	amount
BG-DEX-01	BT-132	Referenced_purchase_order_line_reference	document_reference
BG-DEX-01	BT-133	Invoice_line_Buyer_accounting_reference	text
BG-DEX-01	BG-DEX-05	INVOICE_LINE_PERIOD	INVOICE_LINE_PERIODType
BG-DEX-01	BG-DEX-03	INVOICE_LINE_ALLOWANCES	INVOICE_LINE_ALLOWANCESType
BG-DEX-01	BG-DEX-04	INVOICE_LINE_CHARGES	INVOICE_LINE_CHARGESType
BG-DEX-01	BG-DEX-07	PRICE_DETAILS	PRICE_DETAILSType
BG-DEX-01	BG-DEX-06	LINE_VAT_INFORMATION	LINE_VAT_INFORMATIONType
BG-DEX-01	BG-DEX-02	ITEM_INFORMATION	ITEM_INFORMATIONType
BG-DEX-01	BG-DEX-01	SUB_INVOICE_LINE	INVOICE_LINEType
BG-DEX-05	BT-134	Invoice_line_period_start_date	date
BG-DEX-05	BT-135	Invoice_line_period_end_date	date
BG-DEX-03	BT-136	Invoice_line_allowance_amount	amount
BG-DEX-03	BT-137	Invoice_line_allowance_base_amount	amount
BG-DEX-03	BT-138	Invoice_line_allowance_percentage	percentage
BG-DEX-03	BT-139	Invoice_line_allowance_reason	text
BG-DEX-03	BT-140	Invoice_line_allowance_reason_code	code
BG-DEX-04	BT-141	Invoice_line_charge_amount	amount
BG-DEX-04	BT-142	Invoice_line_charge_base_amount	amount
BG-DEX-04	BT-143	Invoice_line_charge_percentage	percentage
BG-DEX-04	BT-144	Invoice_line_charge_reason	text
BG-DEX-04	BT-145	Invoice_line_charge_reason_code	code
BG-DEX-07	BT-146	Item_net_price	unit_price_amount
BG-DEX-07	BT-147	Item_price_discount	unit_price_amount
BG-DEX-07	BT-148	Item_gross_price	unit_price_amount
BG-DEX-07	BT-149	Item_price_base_quantity	quantity
BG-DEX-07	BT-150	Item_price_base_quantity_unit_of_measure	code
BG-DEX-06	BT-151	Invoiced_item_VAT_category_code	code
BG-DEX-06	BT-152	Invoiced_item_VAT_rate	percentage
BG-DEX-02	BT-153	Item_name	text
BG-DEX-02	BT-154	Item_description	text
BG-DEX-02	BT-155	Item_Sellers_identifier	identifier
BG-DEX-02	BT-156	Item_Buyers_identifier	identifier
BG-DEX-02	BT-157	Item_standard_identifier	identifier
BG-DEX-02	BT-158	Item_classification_identifier	identifier
BG-DEX-02	BT-159	Item_country_of_origin	code
BG-DEX-02	BG-DEX-08	ITEM_ATTRIBUTES	ITEM_ATTRIBUTESType
BG-DEX-08	BT-160	Item_attribute_name	text
BG-DEX-08	BT-161	Item_attribute_value	text
BG-DEX-09	BT-DEX-001	Third_party_payment_type	text
BG-DEX-09	BT-DEX-002	Third_party_payment_amount	amount
BG-DEX-09	BT-DEX-003	Third_party_payment_description	text
